Pole Number,Number of Locations,Location 1,Location 2,Location 3,Action Needed
LAW.P.D941,3,55 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D942,2,30 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,49 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D943,3,47 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,24 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D945,2,20 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,43 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D946,2,39 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D948,2,14 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,35 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D950,3,29 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D952,3,25 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D953,2,23 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,2 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D955,3,7 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D956,2,11 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,54 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D958,3,52 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,13 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,50 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D961,3,63 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,66 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D962,3,59 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,64 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,61 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D964,3,58 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,56 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D965,4,52 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,54 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,49 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D966,2,47 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,50 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D967,2,48 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,50 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D968,3,44 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,43 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,46 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D969,2,41 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,42 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D970,3,72 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,39 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,70 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D972,2,68 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D973,2,68 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D974,3,23 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,64 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,25 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D975,3,19 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,60 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D977,2,1 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,1 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D978,3,3 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,1 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D979,4,5 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D980,4,11 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,14 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D981,2,13 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D982,2,17 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D985,2,12 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D986,2,59 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D987,3,16 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,14 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D993,2,26 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D994,3,28 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,30 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D995,2,32 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,25 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D996,4,32 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,34 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D997,2,40 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,38 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D998,3,42 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,33 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,35 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D999,3,37 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,39 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,44 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E001,3,50 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E002,2,45 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E003,2,45 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E004,2,47 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,54 MAFIKILE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E005,2,83 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,85 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E006,4,33 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,83 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,85 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E009,2,87 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,89 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E010,2,39 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E011,2,24 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E012,4,22 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,45 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,43 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E014,2,49 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,47 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E015,4,32 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,29 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E016,4,30 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,28 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,25 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E017,3,24 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E018,4,24 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,22 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E019,2,15 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E020,2,15 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E023,3,5 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E024,3,4 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,1 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,2 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E026,3,3 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E028,3,9 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,11 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E029,3,19 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E030,3,25 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,29 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E031,3,39 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E033,2,16 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E034,3,25 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E036,3,24 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,22 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E037,2,30 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E038,2,7 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,36 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E039,3,38 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,15 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E040,2,15 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E042,4,16 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E043,3,14 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,12 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E044,3,"ANGLER STREET LAWLEY LENASIA 1824 GT 79800121 JHB [-26.38442805961076, 27.80371704856062]",12 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E046,2,1 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E047,2,1 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E048,4,15 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E049,5,8 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 INKULULEKO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"ANGLER STREET LAWLEY LENASIA 1824 GT 79800121 JHB [-26.384421471320344, 27.803892413946155]",Verify correct location
LAW.P.E052,2,8 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E054,3,1 SIZONQOBA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E055,3,4 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,2 HADEBE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 HADEBE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E056,2,14 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,12 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E057,2,16 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,14 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E058,2,24 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E059,2,24 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,22 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E060,3,26 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,28 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,30 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E065,4,17 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,24 HADEBE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E066,2,20 HADEBE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 HADEBE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E067,3,13 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,11 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 HADEBE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E068,4,16 HADEBE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,11 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 BOPHELO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E072,2,1 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,71 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E075,4,75 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E076,3,6 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,77 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E077,3,81 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,79 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,47 ARMAILLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E078,3,7 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,44 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,46 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E080,3,11 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,13 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E081,2,17 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,54 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E082,2,62 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E083,4,62 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,60 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,56 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E084,3,23 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,25 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E085,2,64 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E086,2,72 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,66 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E087,3,33 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,74 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E089,2,39 TOKOHOLO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,80 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E091,2,78 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,82 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E093,4,36 PEACE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,1 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,44 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.E094,2,5 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,44 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E095,2,7 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.E096,2,9 INKANYEZI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
